text_id	title	label
000000083.txt	Horoscope du 29 avril 2013	1
000000084.txt	Les Etats-Unis et le monde sous le choc après une énième rumeur d’une nouvelle saison de Friends en 2014	1
000000085.txt	À 19 ans, il invente un emballage à ouverture facile facile	1
000000086.txt	Boston : Laurent Wauquiez et Frédéric Lefebvre seront décorés par la Maison-Blanche pour actes de bravoure	1
000000087.txt	Pau : Une serviette de bain une fois de plus trop loin de la douche	1
000000088.txt	Tout n’est pas perdu, les gens qui prennent des photos dans la rue avec leur iPad font encore rire	1
000000089.txt	Il croit reconnaître une star…et en fait non	1
000000090.txt	Boston : Le FBI confirme la piste du « bon gros fils de pute »	1
000000091.txt	SNCF : Un TGV plus lent pour apprécier le paysage	1
000000092.txt	Les journalistes de Mediapart gênés de voir débarquer Edwy Plenel en costume de Judge Dredd	1
000000093.txt	Rennes : un groupe de copains heureux d’aider l’industrie de l’alcool dès 9h du matin	1
000000094.txt	Les Américains dans l’espoir de passer un week-end sans tuerie, ni catastrophe et autres merdes de ce genre	1
000000095.txt	Exclu : la ballerine raconte : « J’ai été brutalisée par une dizaine de Rangers de CRS »	1
000000096.txt	Une planète mystérieusement bienveillante avec le cancer humain qui la ronge	1
000000097.txt	GTA 5 : Des péages désormais payants et une assurance tiers obligatoire	1
000000098.txt	L’unique livre de la nouvelle bibliothèque de George W. Bush dérobé cette nuit	1
000000099.txt	Michel Denisot : « Je songe sérieusement à avoir de la personnalité pour la saison prochaine »	1
000000100.txt	Ils cherchent des erreurs dans les émissions sur les erreurs de films	1
000000101.txt	Jérôme Cahuzac mentait à ses enfants à Noël depuis des années	1
000000102.txt	Joey Barton, son oreillette et les insultes d’Elie Baup pour tenter de l exciter	1
000000103.txt	La Rédaction du Gorafi dévoile avec responsabilité le patrimoine de ses journalistes	1
000000104.txt	Plus de 80 000 signatures contre le panneau en Comic Sans MS de la station Campo Formio	1
000000105.txt	Après Nabilla, Wikipédia menace de retirer les pages de Dave, Mickaël Vendetta, Woodkid et Frédéric Lefebvre	1
000000106.txt	Paris – Un Monoprix s’excuse pour avoir malencontreusement étiqueté des pains au chocolat en chocolatines	1
000000107.txt	Exclu : le Père Fouras était en fait un comédien déguisé	1
000000108.txt	YouTube : Encore un débat stupide dans les commentaires d’une vidéo	1
000000109.txt	Horoscope de la semaine du 8 avril 2013	1
000000110.txt	Jérôme Cahuzac « écœuré » par les mensonges à répétition du grand rabbin Gilles Bernheim	1
000000111.txt	Outrées par les débordements de la Manif Pour Tous, des associations homophobes s’engagent pour le Mariage Pour Tous	1
000000112.txt	Ceci n’est pas un poisson d’avril	1
000000113.txt	Horoscope du 1er avril 2013	1
000000114.txt	Un surdoué a peut-être trouvé un projet de paix pour résoudre tous les conflits du Proche-Orient	1
000000115.txt	Henri Guaino reconnaît avoir conseillé par erreur Nicolas Sarkozy pendant 5 ans	1
000000116.txt	Situation normale en France au lendemain de l’adoption de la loi sur le mariage pour les personnes de même sexe	1
000000117.txt	Jason Statham confirmé pour la nouvelle adaptation de la Liste de Schindler	1
000000118.txt	Attentats de Boston : Un clown d’hôpital ne parvient pas à faire sourire Djokhar Tsarnaev	1
000000119.txt	Une journaliste de Télérama lynchée publiquement par ses collègues pour avoir « un peu aimé » le film « Les Profs »	1
000000120.txt	La lourde tâche de devoir supporter ses beaux parents désormais élargie aux couples de même sexe	1
000000121.txt	Horoscope du 15 avril 2013	1
000000122.txt	Margaret Thatcher réincarnée en mauvaise herbe dans un pré en Irlande du Nord	1
000000123.txt	La seule pelouse de Paris rendue inutilisable pour plus de deux mois	1
000000124.txt	Une femme se réfugie dans sa vie intérieure pour échapper à un nouveau récit de vacances en Thaïlande	1
000000125.txt	Les manettes de jeux finalement responsables de la plupart de vos échecs aux jeux vidéo depuis 30 ans	1
000000126.txt	Un jeune homme au métier ennuyeux décide lui aussi de tout plaquer pour entreprendre un énième foutu tour du monde	1
000000127.txt	Nabilla au Grand Journal «Oui, l’Europe a manqué de réalisme économique dans la gestion de la crise chypriote»	1
000000128.txt	Accidents domestiques : vers l’interdiction de la dernière marche des escaliers ?	1
000000129.txt	Horoscope du 22 avril 2013	1
000000130.txt	Des journalistes découvrent d’autres faits à traiter que tout le debat autour du mariage pour tous	1
000000131.txt	Deux hommes internés après avoir assisté à un spectacle de danse contemporaine	1
000000132.txt	La stupidité rendrait plus accro que la cocaïne ou le sucre	1
000000133.txt	Paris : un piéton impatient de tester ses meilleures prises de Judo sur des bénévoles d’ONG trop insistants	1
000000134.txt	« Mur des cons » : L’UMP contre-attaque et présente son « tableau des bâtards »	1
000000135.txt	Les journalistes échouent à traiter autre chose que le mariage pour tous ou le mur des cons	1
000000136.txt	Suite au soutien de Nadine Morano, Claude Guéant annonce reconnaître totalement les charges retenues contre lui	1
000000137.txt	Accident : un comédien de Plus Belle La Vie se met à jouer correctement	1
000000138.txt	Après le scandale Derrick, le passé de Véronique Genest durant la guerre fait débat	1
000000139.txt	Anne Hidalgo veut la création d’un 8e jour en semaine uniquement réservé à l’ouverture des commerces	1
000000140.txt	Claude Guéant attend pour s’expliquer sur les 3 millions d’euros en liquide trouvés lors de la prochaine perquisition	1
000000141.txt	Un couple trouve miraculeusement un sujet de conversation après 9 ans de vie commune	1
000000142.txt	Météo France confirme que la météo sera le sujet principal de discussion au moins jusqu’à fin mai	1
000000143.txt	L’armée délocalise ses stages commando sur le RER D	1
000000144.txt	Il ne forwarde pas un spam à tous ses contacts et meurt dans d’atroces souffrances	1
000000145.txt	Horoscope du 20 mai 2013	1
000000146.txt	La Bretagne accidentellement détruite lors du nouvel échec d’un test de missile	1
000000147.txt	Horoscope du 27 mai 2013	1
000000148.txt	Meurtre : il tue sa femme après avoir découvert son infidélité en envoyant COCU au 8 12 12	1
000000149.txt	Le premier mariage gay expliqué aux lecteurs du Gorafi	1
000000150.txt	Il cherche à se faire pirater son blog par l’armée syrienne pour optimiser ses 26 visites quotidiennes	1
000000151.txt	« Récession ? Quelle récession ? » par Damien, vendeur au rayon hi-fi chez Virgin	1
000000152.txt	Il se lance le défi de vivre un an sans respirer et meurt violemment au bout d’1 minute 20	1
000000153.txt	Société générale : Les stagiaires désormais autorisés à siéger au conseil d’administration de la banque	1
000000154.txt	TV : Ali Baddou se sent coupable d’avoir lu pour la 1ère fois le livre d’un invité	1
000000155.txt	Saintes – Il s’excuse après s’être mal comporté dans le rêve d’une amie	1
000000156.txt	François Hollande veut changer plein de choses dans plein de domaines et assez vite, parce que	1
000000157.txt	Pour obliger les gens à aller se coucher, Wikipédia va fermer ses serveurs entre 23h et 6h	1
000000158.txt	Syrie : la vidéo d’un rebelle forcé d’écouter du Garou suscite l’effroi	1
000000159.txt	Enquête : Avoir un proche qui souffre serait bénéfique pour votre moral	1
000000160.txt	Drame : 22 sportifs lynchent pendant 90 minutes un innocent ballon en caoutchouc	1
000000161.txt	Paris – Elle décide de profiter d’un métro déserté en y restant quelques stations de plus	1
000000162.txt	MySpace annonce le rachat d’une cafetière et deux ramettes de papier	1
000000163.txt	Polémique à l’agence du médicament sur la façon de cacher un scandale qui explosera dans 20 ans	1
000000164.txt	La console de jeu Saturn de SEGA enfin rentable	1
000000165.txt	Élevée durant 12 ans par des loups, elle se dit choquée par la « jungle de Cannes »	1
000000166.txt	Elle tente de passer toute une semaine sans penser à son avis d’imposition dans sa boîte aux lettres	1
000000167.txt	Gad Elmaleh : « Est-ce que vous avez remarqué le nombre de sketchs commençant par « Est-ce que vous avez remarqué ? »	1
000000168.txt	Mystérieuses disparitions en série de plusieurs milliers d’arbitres de Ligue 1 depuis le match PSG-Valenciennes	1
000000169.txt	Arnaud Montebourg monte toujours la garde depuis une semaine dans les locaux de Dailymotion	1
000000170.txt	Les camarades de cimetière de Stéphane Hessel excédés par ses indignations nocturnes à répétition	1
000000171.txt	Il éjecte un périphérique USB en toute sécurité	1
000000172.txt	L’incroyable histoire de Dan Laughrie, le génie du roller amputé de la tête	1
000000173.txt	Événement : un titre d’article du site de Morandini reflète fidèlement son contenu	1
000000174.txt	La saison 4 de Game of Thrones tournée en Seine-Saint-Denis en 2014	1
000000175.txt	[Dans les archives du Gorafi] Paris : L’armée américaine découvre 34 millions de résistants dissimulés	1
000000176.txt	Il quitte son boulot de dessinateur pour devenir trader et avocat fiscaliste	1
000000177.txt	Le jury du prix Albert Londres refuse étrangement de récompenser la Rédaction du Gorafi	1
000000178.txt	Horoscope du 06 mai 2013	1
000000179.txt	Jérôme Cahuzac lance officiellement sa Fondation pour une moralisation de la vie politique	1
000000180.txt	Beyoncé accepte de passer une soirée sans Photoshop pour 150 000 dollars	1
000000181.txt	20 ans après, Steven Spielberg refuse de s’expliquer sur l’étrange maladie du Tricératops de Jurassic Park	1
000000182.txt	Matt Pokora sommé de retirer la mention «événement musical 2013» des affiches de son prochain spectacle	1
000000183.txt	Drame au Festival de Cannes : Martoni ne bluffait pas	1
000000184.txt	Il repousse les limites de l’originalité en se faisant tatouer un motif maori sur le mollet	1
000000185.txt	Il meurt étouffé dans ses vêtements Abercrombie et Fitch après un repas trop copieux	1
000000186.txt	Portrait : Le dernier homme à ne pas savoir que Bruce Willis est mort au début de «Sixième sens»	1
000000187.txt	Google s’apprête à lancer un moteur de recherche débouchant automatiquement sur un site porno	1
000000188.txt	Steven Spielberg avoue ne pas avoir encore regardé « Cheval de Guerre »	1
000000189.txt	L’astronaute canadien Chris Hadfield va retourner dans l’espace enregistrer une version française de son Space Oddity	1
000000190.txt	Woody Allen : « Dieudonné est le plus grand humoriste juif de tous les temps »	1
000000191.txt	Toujours aucune explication scientifique à la présence d’un drapeau breton dans les festivals de musique	1
000000192.txt	Somalie: un parpaing attristé de servir pour une lapidation plutôt que pour la construction d’une maison	1
000000193.txt	Horoscope du 13 mai 2013	1
000000194.txt	Pierre Lescure sur les contenus culturels à l’ère numérique: “A quel moment on parle d’NRJ 12 ?”	1
000000195.txt	Virgin : des clients se battent pour un coffret DVD de Taken 2 : 31 morts et 250 blessés	1
000000196.txt	Il veut faire du cinéma sans être le fils de quelqu’un	1
000000197.txt	Gérald Dahan piège un producteur en se faisant passer pour un imitateur	1
000000198.txt	MySpace dément les rumeurs sur le rachat d’une cafetière et de deux ramettes de papier	1
000000199.txt	Cannes : Trop occupée à gérer son blog, elle n’a pas encore vu un seul film projeté au festival	1
000000200.txt	Mali : L’armée française reconnaît avoir bombardé les milices islamistes avec des DVD du film Turf	1
000000201.txt	Les scénaristes de LOST proposent leur savoir-faire pour conclure la série « How I Met your Mother »	1
000000202.txt	Ryan Gosling fait un nouveau rêve érotique avec lui-même	1
000000203.txt	Notre-Dame-des-Landes : Le gouvernement a construit l’aéroport en cachette cette nuit	1
000000204.txt	Un an de Gorafi, par Jean-François Buissière, président du Directoire du Gorafi	1
000000205.txt	DieHard 5 est-il le meilleur film d’action de l’année?	1
000000206.txt	En plein débat à l’Assemblée, un député fait un avion en papier vraiment aérodynamique	1
000000207.txt	Die Hard 4 brutalement réévalué après la sortie de Die Hard 5	1
000000208.txt	Les députés pourraient continuer à débattre sur des lois au cours des prochains mois	1
000000209.txt	Une femme inquiète de voir son mari se googliser toute la nuit	1
000000210.txt	Toulouse : Celui qu’on considère comme le pape de la plomberie démissionne à son tour	1
000000211.txt	Un prêtre tente d’exorciser un homme possédé par l’esprit Canal	1
000000212.txt	Le MP3, ce nouveau phénomène qui gagne Internet	1
000000213.txt	Andy Serkis dans Boule et Bill : « Interpréter Bill est pour moi un grand moment »	1
000000214.txt	Le Point a-t-il bidonné son interview d’un Gaulois dans son numéro « spécial Gaulois » ?	1
000000215.txt	Profitant de la démission du Pape, Findus révèle que les lasagnes contenaient du dauphin, du chaton, et du koala	1
000000216.txt	L’homme qui prétendait avoir trouvé du travail malgré la crise était un mythomane	1
000000217.txt	Une mystérieuse femme fait de l’aquabike sans éprouver la moindre honte	1
000000218.txt	Le fils de Joseph Ratzinger demande aux médias de laisser son père en paix	1
000000219.txt	Les Français paniqués à l’idée que Michel Drucker soit impliqué dans un truc vraiment affreux	1
000000220.txt	Un néo-nazi essaie difficilement de cacher à ses camarades sa passion pour le cachemire	1
000000221.txt	Les associations antiracistes demandent la suppression des termes énergie noire et matière noire	1
000000222.txt	Pistorius sous stéroïdes le soir du meurtre ? Les fans déçus.	1
000000223.txt	Brad Pitt hésite à révéler sa véritable apparence à ses fans	1
000000224.txt	Un homme se rappelle avec nostalgie le modem 56k	1
000000225.txt	Sondage : les tarifs des psychanalystes à l’origine de 81% des guérisons	1
000000226.txt	Les scientifiques qui ont travaillé sur la cellule zombie abattus par précaution après contamination	1
000000227.txt	Le gouvernement affirme avoir tout plein d’idées pour trouver six milliards d’euros	1
000000228.txt	Benoit XVI va-t-il échapper à la malédiction des papes morts?	1
000000229.txt	Devant le tribunal, Oscar Pistorius avoue toujours posséder ses jambes	1
000000230.txt	Communiqué : Le Gorafi dément toute interview au journal 20 Minutes	1
000000231.txt	Le Gorafi s’engage à retirer toute allusion à Findus et à l’affaire de la viande de cheval dans ses articles	1
000000232.txt	A la recherche de sa correspondance à Châtelet, il vit dans le métro depuis 17 ans	1
000000233.txt	Les proches d’Henri Guaino ne supportent plus de l’entendre parler comme André Malraux	1
000000234.txt	Un adorable chaton n’éprouve aucune émotion pour la guerre en Syrie	1
000000235.txt	Robots et machines choisissent celui qui les mènera à la destruction de l’espèce humaine	1
000000236.txt	Des chirurgiens qui s’ennuient réussissent la 1ère greffe de souris sur visage humain	1
000000237.txt	Panique à Hollywood, plus assez de films originaux pour faire de remakes	1
000000238.txt	Malgré la crise, un homme prétend avoir trouvé du travail	1
000000239.txt	Niort : il préfère lire les manuels des jeux vidéo avant d’y jouer	1
000000240.txt	Angoulême : pour les blogueurs BD français, la guerre en Syrie n’a pas une horreur assez esthétique	1
000000241.txt	L’UMP met en garde contre le mariage pour tous qui mènera au clonage, à la téléportation et au voyage dans le temps	1
000000242.txt	Se prendre en photo avec une star n’augmenterait pas votre valeur personnelle	1
000000243.txt	Palmarès des César 2013	1
000000244.txt	Des traces d’amour détectées dans les restes de la Saint Valentin?	1
000000245.txt	Lionel Messi met en faillite la compagnie nationale de gaz argentine	1
000000246.txt	Un conseiller de Pôle Emploi se demande s’il ne donne pas de faux espoirs aux candidats	1
000000247.txt	Un catholique curieux de ne pas avoir encore été interviewé sur la démission du Pape	1
000000248.txt	Alimentaire : D’autres plats concernés par la présence d’animaux morts dans leur composition	1
000000249.txt	Le Vatican déjà à la peine pour trouver un successeur à Benoit XVI sans casier judiciaire	1
000000250.txt	La Corée du Nord menace désormais de faire des trucs pas sympas	1
000000251.txt	Au procès, les victimes font le portrait d’un sérial killer extrêmement ennuyeux	1
000000252.txt	Les homosexuels autorisés à se marier mais pas encore à divorcer	1
000000253.txt	Un pirate somalien parcourt 2000 km pour rejoindre le concessionnaire Ferrari le plus proche	1
000000254.txt	Un serveur fébrile à l’approche du dîner aux chandelles entre Rihanna et Chris Brown	1
000000255.txt	Un candidat à la papauté fait appel à une agence d’e-reputation	1
000000256.txt	Faire du bruit en tapant sur ses touches de clavier ne rend pas le travail plus efficace	1
000000257.txt	Les 10 questions que vous vous posez sur les César	1
000000258.txt	Vincent Maraval passé à tabac en pleine cérémonie des Cesar 2013	1
000000259.txt	Bernard de la Villardière : « supprimer la drogue et les putes ruinerait tout simplement ma carrière »	1
000000260.txt	César 2013 : Charlotte Le Bon sacrée meilleure actrice	1
000000261.txt	Coup de théâtre : 14 ans plus tard, Shakespeare in Love remporte à nouveau 7 Oscars	1
000000262.txt	La police arrête un fanatique d’Apple qui comptait se faire exploser dans une boutique Samsung	1
000000263.txt	Sonic: Sega veut un hérisson plus proche de la réalité	1
000000264.txt	472 morts dans une fusillade lors d’une flash mob pro-arme à feu	1
000000265.txt	Oscars : Les Républicains souhaitent que le Lincoln de Daniel Day Lewis soit leur prochain candidat	1
000000266.txt	Egypte: Selon la justice, Morsi aura droit à un procès équitable juste après son exécution	1
000000267.txt	Les secours peinent toujours à extraire mémé des orties	1
000000268.txt	La France se rappelle qu’elle a des journalistes qui servent à autres choses qu’à dire s’il pleut ou s’il neige	1
000000269.txt	Le Prix Goncourt attribué à la rédaction d’un enfant de 11 ans	1
000000270.txt	Horoscope du 4 novembre 2013	1
000000271.txt	L’Élysée veut réembaucher les figurants qui acclamaient Nicolas Sarkozy lors de ses déplacements officiels	1
000000272.txt	Un groupuscule néonazi imprime par erreur dix mille t-shirts à la gloire de Nelson Mandela	1
000000273.txt	Didier Deschamps peine à s’expliquer sur la victoire et la qualification de la France	1
000000274.txt	Un couple enfin libre après avoir été séquestré pendant plus de vingt ans par ses deux enfants	1
000000275.txt	Football – La F.F.F aurait déjà réquisitionné des bus à ciel ouvert pour éviter une nouvelle grève au Brésil	1
000000276.txt	Francis Collomp s’effondre en direct à la télévision en apprenant la défaite des Bleus face à l’Ukraine	1
000000277.txt	Horoscope du 18 novembre 2013	1
000000278.txt	Le propriétaire parisien qui était prêt à baisser le prix de son loyer s’est rendu à la police	1
000000279.txt	Commentateurs, experts et politiques s’associent pour signifier que c’est un bon gros lundi de merde	1
000000280.txt	« Vous savez combien coûte un abonnement annuel à un club de golf ? » par Philippe Varin, PDG de PSA	1
000000281.txt	Football – André-Pierre Gignac sanctionné par son club pour grignotage en plein match	1
000000282.txt	Nicolas Demorand réclame le départ des salariés de « Libération »	1
000000283.txt	La Fouine remplit entièrement une grille de mots fléchés junior de niveau 1	1
000000284.txt	Nice – Une brocante évacuée d’urgence après la découverte d’un single du groupe Organiz’	1
000000285.txt	Horoscope du 11 novembre 2013	1
000000286.txt	Bordeaux : Serge le lama est invité à un match de water-polo et meurt noyé	1
000000287.txt	Ils discutent de la « Cité de la Peur » sans citer un seul des dialogues du film	1
000000288.txt	Niort : Un adolescent dénonce ses parents à la police après les avoir surpris en train de fumer un joint	1
000000289.txt	Avec la sortie de la PS4, la PS3 voit son prix s’envoler auprès des amateurs de retrogaming	1
000000290.txt	Lyon – Pris par erreur pour l’équipe des Verts, des militants d’EELV se font agresser	1
000000291.txt	Baisse du chômage : François Hollande affirme n’avoir jamais précisé de quelle fin d’année il parlait	1
000000292.txt	La France va extrader la chanteuse Natasha St-Pier au Québec	1
000000293.txt	La police demande au tireur parisien de venir récupérer plusieurs de ses effets personnels oubliés	1
000000294.txt	Désespéré, un pays tente désespérément de s’unir derrière sa désespérante équipe de foot	1
000000295.txt	Karim Benzema fait un autre rêve bizarre dans lequel la France se qualifie pour la Coupe du Monde	1
000000296.txt	Les critiques littéraires, cinéma et d’art avouent avoir inventé les interprétations de milliers d’œuvres d’art	1
000000297.txt	Tireur fou : BFM TV annonce la sortie d’un DVD des meilleurs témoignages inutiles	1
000000298.txt	Réforme fiscale : Jean-Marc Ayrault avoue avoir mis du temps à réagir par simple procrastination	1
000000299.txt	Le racisme officiellement éradiqué en France grâce à des badges et des pétitions	1
000000300.txt	Paris : Les Restos du Cœur accusés de placer les « moins pauvres » au fond de la salle	1
000000301.txt	Centrafrique – Les rebelles promettent un génocide dans le respect des Conventions de Genève	1
000000302.txt	De plus en plus de journalistes accros aux sujets sur l’addiction	1
000000303.txt	Franck Ribéry : « La coexistence transitionnelle de l’équipe, c’est un continuum mental multiple et connecté »	1
000000304.txt	Casino va insérer plus de photos de personnes âgées dans son catalogue de Noël pour lutter contre les clichés âgistes	1
000000305.txt	Intégration : les candidats à l’immigration forcés de regarder des heures de télé-réalité française	1
000000306.txt	Le cerveau d’une adolescente officiellement plus proche de la langouste que de l’être humain	1
000000307.txt	L’Académie française avoue avoir perdu tout contrôle de l’expression “à bon entendeur…”	1
000000308.txt	Il voit sa soirée d’anniversaire ruinée par la dégradation de la note de la France	1
000000309.txt	Dominique Chapatte fait 560 km sur autoroute avec son clignotant droit allumé	1
000000310.txt	La vidéo de quatre Français otages d’un spectacle de Kev Adams diffusée sur Internet	1
000000311.txt	La France veut proposer les blagues racistes au patrimoine mondial de l’UNESCO	1
000000312.txt	Seuls le Gorafi, le Front national et l’Église de Scientologie n’ont pas encore repris le lama de Bordeaux	1
000000313.txt	Football : il célèbre son but en égorgeant un bébé chat	1
000000314.txt	Sondage : Jérôme Cahuzac désormais plus populaire que François Hollande	1
000000315.txt	Didier Deschamps avoue n’avoir aucun plan en cas de qualification de l’équipe de France	1
000000316.txt	Made in France : Arnaud Montebourg en guest dans une vidéo du site porno Jacquie & Michel	1
000000317.txt	Médias inquiets : la France pourrait être en rupture de sondages avant la fin de l’année	1
